experiment_name,plate,address,gene,treatment,SMILES,concentration,perturbation_type,cell_type,Compound,Compound_Category
compound-001,33,X25,,nimesulide,"CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O |c:5,10,12,15,17,t:8|",2.5,COMPOUND,HUVEC,nimesulide,cyclooxygenase inhibitor
compound-001,25,X14,,colchicine,"COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O |c:4,8,21,t:2,13,15|",10.0,COMPOUND,HUVEC,colchicine,microtubule inhibitor
compound-001,25,K36,,dacomitinib,"COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1 |c:2,27,29,31,34,t:17,21,24|",2.5,COMPOUND,HUVEC,dacomitinib,EGFR inhibitor
compound-001,26,AD40,,indoramin,"O=C(NC1CCN(CCC2=CNC3=C2C=CC=C3)CC1)C1=CC=CC=C1 |c:12,15,17,25,27,t:9,23|",2.5,COMPOUND,HUVEC,indoramin,adrenergic receptor antagonist
compound-004,19,AD43,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,13,AC08,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-001,14,V41,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,44,H34,,etofenamate,"OCCOCCOC(=O)C1=CC=CC=C1NC1=CC=CC(=C1)C(F)(F)F |c:11,13,19,21,t:9,17|",10.0,COMPOUND,HUVEC,etofenamate,cyclooxygenase inhibitor
compound-004,36,P26,,tivozanib,"COC1=CC2=C(C=C1OC)C(OC1=CC=C(NC(=O)NC3=NOC(C)=C3)C(Cl)=C1)=CC=N2 |c:4,6,25,29,31,33,t:2,13,15,21|",10.0,COMPOUND,HUVEC,tivozanib,VEGFR inhibitor
compound-001,42,S36,,triclabendazole,"CSC1=NC2=C(N1)C=C(Cl)C(OC1=C(Cl)C(Cl)=CC=C1)=C2 |c:4,13,17,19,21,t:2,8|",2.5,COMPOUND,HUVEC,triclabendazole,microtubule inhibitor
compound-003,29,I06,,nafronyl,"CCN(CC)CCOC(=O)C(CC1CCCO1)CC1=CC=CC2=CC=CC=C12 |c:21,25,t:19,23,27|",10.0,COMPOUND,HUVEC,naftidrofuryl,adrenergic receptor antagonist
compound-004,12,F38,,clofibrate,"CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1 |c:14,t:9,11|",10.0,COMPOUND,HUVEC,clofibrate,PPAR receptor agonist
compound-004,28,AA16,,losartan,"CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1 |c:16,18,23,25,30,t:4,7,14,21,28|",2.5,COMPOUND,HUVEC,losartan,angiotensin receptor antagonist
compound-001,18,J04,,ethaverine,"CCOC1=CC2=CC=NC(CC3=CC(OCC)=C(OCC)C=C3)=C2C=C1OCC |c:7,21,23,26,t:3,5,11,16|",2.5,COMPOUND,HUVEC,ethaverine,calcium channel blocker
compound-003,13,V39,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-004,25,Q41,,valsartan,"[H][C@@](C(C)C)(N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)C(=O)CCCC)C(O)=O |c:9,11,16,18,24,t:7,14,21|",10.0,COMPOUND,HUVEC,valsartan,angiotensin receptor antagonist
compound-001,26,B03,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,8,F45,,clozapine,"CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2 |c:10,13,16,18,21,24,t:8|",10.0,COMPOUND,HUVEC,clozapine,dopamine receptor antagonist|serotonin receptor antagonist
compound-001,2,AB03,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,16,K04,,topiroxostat,"N#CC1=NC=CC(=C1)C1=NNC(=N1)C1=CC=NC=C1 |c:4,6,12,17,19,t:2,9,15|",2.5,COMPOUND,HUVEC,topiroxostat,xanthine oxidase inhibitor
compound-003,3,B19,,mitoxantrone,"OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(O)C=CC(O)=C1C2=O |c:18,23,26,29,t:7,9|",10.0,COMPOUND,HUVEC,mitoxantrone,topoisomerase inhibitor
compound-001,17,M41,,amcinonide,"CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1CC1C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C |a:7,15,27,29,31,34,r,c:27,t:23|",10.0,COMPOUND,HUVEC,amcinonide,glucocorticoid receptor agonist
compound-003,16,J16,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-001,13,O37,,indacaterol,"CCC1=CC2=C(CC(C2)NC[C@H](O)C2=CC=C(O)C3=C2C=CC(=O)N3)C=C1CC |c:19,22,28,t:2,4,14,16|",10.0,COMPOUND,HUVEC,indacaterol,adrenergic receptor agonist
compound-003,7,S37,,urapidil,"COC1=CC=CC=C1N1CCN(CCCNC2=CC(=O)N(C)C(=O)N2C)CC1 |c:4,6,t:2,17|",2.5,COMPOUND,HUVEC,urapidil,adrenergic receptor antagonist
compound-004,19,W25,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,42,U13,,tedizolid,"CN1N=NC(=N1)C1=NC=C(C=C1)C1=C(F)C=C(C=C1)N1C[C@H](CO)OC1=O |a:21,r,c:2,4,9,11,14,17,19,t:7|",10.0,COMPOUND,HUVEC,tedizolid,bacterial 50S ribosomal subunit inhibitor
compound-004,15,AD39,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",10.0,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,20,R19,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,30,E33,,dacarbazine,"CN(C)\N=N\C1=C(N=CN1)C(N)=O |c:7,t:5|",10.0,COMPOUND,HUVEC,dacarbazine,DNA alkylating agent
compound-004,28,Z36,,ziprasidone,"ClC1=CC2=C(CC(=O)N2)C=C1CCN1CCN(CC1)C1=NSC2=C1C=CC=C2 |c:10,25,28,30,t:1,3,22|",10.0,COMPOUND,HUVEC,ziprasidone,dopamine receptor antagonist|serotonin receptor antagonist
compound-003,43,R27,,griseofulvin,"COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@@]1(O2)[C@H](C)CC(=O)C=C1OC |a:13,15,r,c:9,22,t:2,6|",10.0,COMPOUND,HUVEC,griseofulvin,tubulin polymerization inhibitor
compound-003,25,AA07,,fluocinonide,"CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C |a:7,13,15,16,18,26,28,30,33,r,c:25,t:21|",2.5,COMPOUND,HUVEC,fluocinonide,glucocorticoid receptor agonist
compound-001,13,R43,,oxymetazoline,"CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C |c:7,t:1,3,11|",2.5,COMPOUND,HUVEC,oxymetazoline,adrenergic receptor agonist
compound-004,24,O03,,ketoprofen,"CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1 |c:7,9,16,18,t:5,14|",2.5,COMPOUND,HUVEC,ketoprofen,cyclooxygenase inhibitor
compound-001,2,O14,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,18,N20,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-004,15,I05,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,9,B22,,mitoxantrone,"OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(O)C=CC(O)=C1C2=O |c:18,23,26,29,t:7,9|",10.0,COMPOUND,HUVEC,mitoxantrone,topoisomerase inhibitor
compound-001,37,V42,,timolol,"CC(C)(C)NC[C@H](O)COC1=NSN=C1N1CCOCC1 |c:13,t:10|",10.0,COMPOUND,HUVEC,timolol,adrenergic receptor antagonist
compound-001,36,Z17,,clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,2.5,COMPOUND,HUVEC,clarithromycin,bacterial 50S ribosomal subunit inhibitor
compound-004,36,S20,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-003,48,T14,,homoharringtonine,"COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2C3=C(CCN4CCC[C@]24C=C1OC)C=C1OCOC1=C3 |a:5,17,18,27,r,c:19,30,41,t:35|",2.5,COMPOUND,HUVEC,homoharringtonine,protein synthesis inhibitor
compound-001,10,AA33,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,46,W28,,balsalazide,"OC(=O)CCNC(=O)C1=CC=C(C=C1)N=NC1=CC(C(O)=O)=C(O)C=C1 |c:10,12,25,t:8,17,22|",2.5,COMPOUND,HUVEC,balsalazide,cyclooxygenase inhibitor
compound-004,38,R05,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,47,AA09,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-004,1,U26,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,7,K18,,sulfasalazine,"OC(=O)C1=C(O)C=CC(=C1)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1 |c:3,6,8,15,17,26,28,t:13,24|",2.5,COMPOUND,HUVEC,sulfasalazine,cyclooxygenase inhibitor
compound-003,23,C42,,erlotinib,"COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2 |c:7,9,21,23,27,29,t:5,19|",2.5,COMPOUND,HUVEC,erlotinib,EGFR inhibitor
compound-004,21,D40,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-001,20,Z42,,amcinonide,"CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1CC1C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C |a:7,15,27,29,31,34,r,c:27,t:23|",10.0,COMPOUND,HUVEC,amcinonide,glucocorticoid receptor agonist
compound-003,26,AB21,,clozapine,"CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2 |c:10,13,16,18,21,24,t:8|",2.5,COMPOUND,HUVEC,clozapine,dopamine receptor antagonist|serotonin receptor antagonist
compound-003,8,X16,,allopurinol,"O=C1N=CN=C2NNC=C12 |c:2,t:4,8|",2.5,COMPOUND,HUVEC,allopurinol,xanthine oxidase inhibitor
compound-004,19,G19,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",10.0,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-004,41,P03,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-003,20,C02,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-004,34,W16,,neratinib,"CCOC1=CC2=C(C=C1NC(=O)\C=C\CN(C)C)C(NC1=CC(Cl)=C(OCC3=NC=CC=C3)C=C1)=C(C=N2)C#N |c:5,7,30,32,35,37,39,t:3,21,24,28|",10.0,COMPOUND,HUVEC,neratinib,EGFR inhibitor
compound-003,11,I43,,asenapine,"[H][C@]12CN(C)C[C@]1([H])C1=C(OC3=C2C=CC=C3)C=CC(Cl)=C1 |c:9,12,15,17,20,23|",2.5,COMPOUND,HUVEC,asenapine,dopamine receptor antagonist|serotonin receptor antagonist
compound-001,24,G04,,ritodrine,"CC(NCCC1=CC=C(O)C=C1)C(O)C1=CC=C(O)C=C1 |c:10,20,t:5,7,15,17|",2.5,COMPOUND,HUVEC,ritodrine,adrenergic receptor agonist
compound-003,28,AC27,,amsacrine,"COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1 |c:2,5,7,9,12,16,22,29,t:14,18|",2.5,COMPOUND,HUVEC,amsacrine,topoisomerase inhibitor
compound-004,36,Q17,,telmisartan,"CCCC1=NC2=C(C=C(C=C2C)C2=NC3=C(C=CC=C3)N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O |c:7,9,17,19,30,32,37,39,t:3,5,13,15,28,35|",10.0,COMPOUND,HUVEC,telmisartan,angiotensin receptor antagonist
compound-004,38,N29,,indoprofen,"CC(C(O)=O)C1=CC=C(C=C1)N1CC2=CC=CC=C2C1=O |c:7,9,16,18,t:5,14|",10.0,COMPOUND,HUVEC,indoprofen,cyclooxygenase inhibitor|prostanoid receptor antagonist
compound-001,34,E06,,dacomitinib,"COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1 |c:2,27,29,31,34,t:17,21,24|",2.5,COMPOUND,HUVEC,dacomitinib,EGFR inhibitor
compound-003,17,AC20,,pazufloxacin mesylate,"C[C@H]1COC2=C(C(F)=CC3=C2N1C=C(C(O)=O)C3=O)C1(N)CC1 |r,c:7,9,t:4,14|",2.5,COMPOUND,HUVEC,pazufloxacin,topoisomerase inhibitor
compound-003,13,X40,,topiroxostat,"N#CC1=NC=CC(=C1)C1=NNC(=N1)C1=CC=NC=C1 |c:4,6,12,17,19,t:2,9,15|",10.0,COMPOUND,HUVEC,topiroxostat,xanthine oxidase inhibitor
compound-002,4,L29,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-001,22,AC40,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,19,H29,,latanoprost,"CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1 |c:28,30,t:26|",10.0,COMPOUND,HUVEC,latanoprost,prostanoid receptor agonist
compound-004,10,S18,,scio 469,"C[C@H]1CN([C@H](C)CN1CC1=CC=C(F)C=C1)C(=O)C1=C(Cl)C=C2N(C)C=C(C(=O)C(=O)N(C)C)C2=C1 |c:15,20,37,t:10,12,23,27|",10.0,COMPOUND,HUVEC,talmapimod,p38 MAPK inhibitor
compound-002,11,S17,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-002,8,R26,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-004,23,K45,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-001,41,E35,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-001,44,S23,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-004,41,L10,,indoprofen,"CC(C(O)=O)C1=CC=C(C=C1)N1CC2=CC=CC=C2C1=O |c:7,9,16,18,t:5,14|",10.0,COMPOUND,HUVEC,indoprofen,cyclooxygenase inhibitor|prostanoid receptor antagonist
compound-003,11,AE24,,allopurinol,"O=C1N=CN=C2NNC=C12 |c:2,t:4,8|",2.5,COMPOUND,HUVEC,allopurinol,xanthine oxidase inhibitor
compound-003,4,I24,,gefitinib,"COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC=C(F)C(Cl)=C3)=NC=NC2=C1 |c:2,25,27,29,32,t:15,19,21|",10.0,COMPOUND,HUVEC,gefitinib,EGFR inhibitor
compound-001,28,E05,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-001,29,I18,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-004,28,M17,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-001,45,C26,,metoclopramide,"CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC |c:16,t:10,13|",10.0,COMPOUND,HUVEC,metoclopramide,dopamine receptor antagonist|serotonin receptor antagonist
compound-002,15,U34,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,11,AE05,,albendazole,"CCCSC1=CC=C2N=C(NC(=O)OC)NC2=C1 |c:17,t:4,6,8|",2.5,COMPOUND,HUVEC,albendazole,tubulin polymerization inhibitor
compound-004,29,C25,,levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O,10.0,COMPOUND,HUVEC,levetiracetam,calcium channel blocker
compound-003,13,L29,,latanoprost,"CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1 |c:28,30,t:26|",2.5,COMPOUND,HUVEC,latanoprost,prostanoid receptor agonist
compound-003,5,AC32,,zalcitabine,"NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1 |c:6,t:1|",2.5,COMPOUND,HUVEC,zalcitabine,nucleoside reverse transcriptase inhibitor
compound-003,31,T04,,fluocinonide,"CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C |a:7,13,15,16,18,26,28,30,33,r,c:25,t:21|",2.5,COMPOUND,HUVEC,fluocinonide,glucocorticoid receptor agonist
compound-001,30,V31,,phentolamine,"CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1 |c:3,5,19,21,t:1,10,16|",10.0,COMPOUND,HUVEC,phentolamine,adrenergic receptor antagonist
compound-001,37,N24,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-004,22,M37,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,30,AA05,,fluorometholone,"C[C@H]1CC2C3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)C2(C)C=CC(=O)C=C12 |a:1,7,12,15,17,r,c:23,t:27|",2.5,COMPOUND,HUVEC,fluorometholone,glucocorticoid receptor agonist
compound-003,28,AA02,,lurasidone,"O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC2=C1C=CC=C2 |a:2,3,6,8,13,18,r,c:34,37,39,t:31|",2.5,COMPOUND,HUVEC,lurasidone,dopamine receptor antagonist|serotonin receptor antagonist
compound-004,30,H16,,tivozanib,"COC1=CC2=C(C=C1OC)C(OC1=CC=C(NC(=O)NC3=NOC(C)=C3)C(Cl)=C1)=CC=N2 |c:4,6,25,29,31,33,t:2,13,15,21|",2.5,COMPOUND,HUVEC,tivozanib,VEGFR inhibitor
compound-004,25,I47,,losartan,"CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1 |c:16,18,23,25,30,t:4,7,14,21,28|",10.0,COMPOUND,HUVEC,losartan,angiotensin receptor antagonist
compound-004,6,Y14,,clofibrate,"CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1 |c:14,t:9,11|",10.0,COMPOUND,HUVEC,clofibrate,PPAR receptor agonist
compound-001,24,U35,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,27,N16,,brivudine,"OC[C@H]1O[C@H](CC1O)N1C=C(\C=C\Br)C(=O)NC1=O |a:2,4,r,t:10|",10.0,COMPOUND,HUVEC,brivudine,DNA directed DNA polymerase inhibitor
compound-001,3,B05,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,40,C04,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-004,21,S04,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",10.0,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,32,AE16,,simvastatin,"CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12 |r,c:14,t:12|",10.0,COMPOUND,HUVEC,simvastatin,HMGCR inhibitor
compound-003,45,N34,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
