broad_id,Compound,Compound_Category,target,Metadata_pert_id_dose,Metadata_mmoles_per_liter
BRD-A39935389,teroxirone,DNA inhibitor,,BRD-A39935389_3.33,3.3333
BRD-A39935389,teroxirone,DNA inhibitor,,BRD-A39935389_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K56751279,Y-39983,rho associated kinase inhibitor,ROCK1|ROCK2,BRD-K56751279_10.0,10.0
BRD-K56751279,Y-39983,rho associated kinase inhibitor,ROCK1|ROCK2,BRD-K56751279_3.33,3.3333
BRD-K56751279,Y-39983,rho associated kinase inhibitor,ROCK1|ROCK2,BRD-K56751279_1.11,1.1111
BRD-K57222227,indomethacin,cyclooxygenase inhibitor,GLO1|PLA2G2A|PPARA|PPARG|PTGDR2|PTGR2|PTGS1|PTGS2|SLC46A1,BRD-K57222227_10.0,10.0
BRD-K57222227,indomethacin,cyclooxygenase inhibitor,GLO1|PLA2G2A|PPARA|PPARG|PTGDR2|PTGR2|PTGS1|PTGS2|SLC46A1,BRD-K57222227_3.33,3.3333
BRD-K57222227,indomethacin,cyclooxygenase inhibitor,GLO1|PLA2G2A|PPARA|PPARG|PTGDR2|PTGR2|PTGS1|PTGS2|SLC46A1,BRD-K57222227_1.11,1.1111
BRD-K57371763,fidaxomicin,RNA polymerase inhibitor,,BRD-K57371763_10.0,10.0
BRD-K57371763,fidaxomicin,RNA polymerase inhibitor,,BRD-K57371763_3.33,3.3333
BRD-K57371763,fidaxomicin,RNA polymerase inhibitor,,BRD-K57371763_1.11,1.1111
BRD-A59174698,ritodrine,adrenergic receptor agonist,,BRD-A59174698_10.0,10.0
BRD-A59174698,ritodrine,adrenergic receptor agonist,,BRD-A59174698_3.33,3.3333
BRD-A59174698,ritodrine,adrenergic receptor agonist,,BRD-A59174698_1.11,1.1111
BRD-K58435339,AT13387,HSP inhibitor,HSP90AA1,BRD-K58435339_10.0,10.0
BRD-K58435339,AT13387,HSP inhibitor,HSP90AA1,BRD-K58435339_3.33,3.3333
BRD-K58435339,AT13387,HSP inhibitor,HSP90AA1,BRD-K58435339_1.11,1.1111
BRD-K59058766,chlorprothixene,dopamine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|HRH1|HTR2A|HTR2B|HTR2C,BRD-K59058766_10.0,10.0
BRD-K59058766,chlorprothixene,dopamine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|HRH1|HTR2A|HTR2B|HTR2C,BRD-K59058766_3.33,3.3333
BRD-K59058766,chlorprothixene,dopamine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|HRH1|HTR2A|HTR2B|HTR2C,BRD-K59058766_1.11,1.1111
BRD-K59197931,naproxen,cyclooxygenase inhibitor,PTGS1|PTGS2,BRD-K59197931_10.0,10.0
BRD-K59197931,naproxen,cyclooxygenase inhibitor,PTGS1|PTGS2,BRD-K59197931_3.33,3.3333
BRD-K59197931,naproxen,cyclooxygenase inhibitor,PTGS1|PTGS2,BRD-K59197931_1.11,1.1111
BRD-K59227464,LY2228820,MAPK inhibitor,MAPK14,BRD-K59227464_10.0,10.0
BRD-K59227464,LY2228820,MAPK inhibitor,MAPK14,BRD-K59227464_3.33,3.3333
BRD-K59227464,LY2228820,MAPK inhibitor,MAPK14,BRD-K59227464_1.11,1.1111
BRD-K60866521,idelalisib,PI3K inhibitor,PIK3CA|PIK3CB|PIK3CD|PIK3CG,BRD-K60866521_10.0,10.0
BRD-K60866521,idelalisib,PI3K inhibitor,PIK3CA|PIK3CB|PIK3CD|PIK3CG,BRD-K60866521_3.33,3.3333
BRD-K60866521,idelalisib,PI3K inhibitor,PIK3CA|PIK3CB|PIK3CD|PIK3CG,BRD-K60866521_1.11,1.1111
BRD-K57764956,cariprazine,dopamine receptor antagonist,DRD2|DRD3,BRD-K57764956_10.0,10.0
BRD-K57764956,cariprazine,dopamine receptor antagonist,DRD2|DRD3,BRD-K57764956_3.33,3.3333
BRD-K57764956,cariprazine,dopamine receptor antagonist,DRD2|DRD3,BRD-K57764956_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K59325863,delanzomib,proteasome inhibitor,CMA1|CTSG|CYP3A4|ELANE,BRD-K59325863_10.0,10.0
BRD-K59325863,delanzomib,proteasome inhibitor,CMA1|CTSG|CYP3A4|ELANE,BRD-K59325863_3.33,3.3333
BRD-K59325863,delanzomib,proteasome inhibitor,CMA1|CTSG|CYP3A4|ELANE,BRD-K59325863_1.11,1.1111
BRD-K37714784,ABT-724,dopamine receptor agonist,DRD4,BRD-K37714784_10.0,10.0
BRD-K37714784,ABT-724,dopamine receptor agonist,DRD4,BRD-K37714784_3.33,3.3333
BRD-K37714784,ABT-724,dopamine receptor agonist,DRD4,BRD-K37714784_1.11,1.1111
BRD-K37687095,AZD8330,MEK inhibitor,MAP3K1,BRD-K37687095_10.0,10.0
BRD-K37687095,AZD8330,MEK inhibitor,MAP3K1,BRD-K37687095_3.33,3.3333
BRD-K37687095,AZD8330,MEK inhibitor,MAP3K1,BRD-K37687095_1.11,1.1111
BRD-A39935389,teroxirone,DNA inhibitor,,BRD-A39935389_10.0,10.0
BRD-A39935389,teroxirone,DNA inhibitor,,BRD-A39935389_3.33,3.3333
BRD-A39935389,teroxirone,DNA inhibitor,,BRD-A39935389_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K56751279,Y-39983,rho associated kinase inhibitor,ROCK1|ROCK2,BRD-K56751279_10.0,10.0
BRD-K56751279,Y-39983,rho associated kinase inhibitor,ROCK1|ROCK2,BRD-K56751279_3.33,3.3333
BRD-K56751279,Y-39983,rho associated kinase inhibitor,ROCK1|ROCK2,BRD-K56751279_1.11,1.1111
BRD-K57222227,indomethacin,cyclooxygenase inhibitor,GLO1|PLA2G2A|PPARA|PPARG|PTGDR2|PTGR2|PTGS1|PTGS2|SLC46A1,BRD-K57222227_10.0,10.0
BRD-K57222227,indomethacin,cyclooxygenase inhibitor,GLO1|PLA2G2A|PPARA|PPARG|PTGDR2|PTGR2|PTGS1|PTGS2|SLC46A1,BRD-K57222227_3.33,3.3333
BRD-K57222227,indomethacin,cyclooxygenase inhibitor,GLO1|PLA2G2A|PPARA|PPARG|PTGDR2|PTGR2|PTGS1|PTGS2|SLC46A1,BRD-K57222227_1.11,1.1111
BRD-K57371763,fidaxomicin,RNA polymerase inhibitor,,BRD-K57371763_10.0,10.0
BRD-K57371763,fidaxomicin,RNA polymerase inhibitor,,BRD-K57371763_3.33,3.3333
BRD-K57371763,fidaxomicin,RNA polymerase inhibitor,,BRD-K57371763_1.11,1.1111
BRD-A59174698,ritodrine,adrenergic receptor agonist,,BRD-A59174698_10.0,10.0
BRD-A59174698,ritodrine,adrenergic receptor agonist,,BRD-A59174698_3.33,3.3333
BRD-A59174698,ritodrine,adrenergic receptor agonist,,BRD-A59174698_1.11,1.1111
BRD-K58435339,AT13387,HSP inhibitor,HSP90AA1,BRD-K58435339_10.0,10.0
BRD-K58435339,AT13387,HSP inhibitor,HSP90AA1,BRD-K58435339_3.33,3.3333
BRD-K58435339,AT13387,HSP inhibitor,HSP90AA1,BRD-K58435339_1.11,1.1111
BRD-K59058766,chlorprothixene,dopamine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|HRH1|HTR2A|HTR2B|HTR2C,BRD-K59058766_10.0,10.0
BRD-K59058766,chlorprothixene,dopamine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|HRH1|HTR2A|HTR2B|HTR2C,BRD-K59058766_3.33,3.3333
BRD-K59058766,chlorprothixene,dopamine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|HRH1|HTR2A|HTR2B|HTR2C,BRD-K59058766_1.11,1.1111
BRD-K59197931,naproxen,cyclooxygenase inhibitor,PTGS1|PTGS2,BRD-K59197931_10.0,10.0
BRD-K59197931,naproxen,cyclooxygenase inhibitor,PTGS1|PTGS2,BRD-K59197931_3.33,3.3333
BRD-K59197931,naproxen,cyclooxygenase inhibitor,PTGS1|PTGS2,BRD-K59197931_1.11,1.1111
BRD-K59227464,LY2228820,MAPK inhibitor,MAPK14,BRD-K59227464_10.0,10.0
BRD-K59227464,LY2228820,MAPK inhibitor,MAPK14,BRD-K59227464_3.33,3.3333
BRD-K59227464,LY2228820,MAPK inhibitor,MAPK14,BRD-K59227464_1.11,1.1111
BRD-K60866521,idelalisib,PI3K inhibitor,PIK3CA|PIK3CB|PIK3CD|PIK3CG,BRD-K60866521_10.0,10.0
BRD-K60866521,idelalisib,PI3K inhibitor,PIK3CA|PIK3CB|PIK3CD|PIK3CG,BRD-K60866521_3.33,3.3333
BRD-K60866521,idelalisib,PI3K inhibitor,PIK3CA|PIK3CB|PIK3CD|PIK3CG,BRD-K60866521_1.11,1.1111
BRD-K57764956,cariprazine,dopamine receptor antagonist,DRD2|DRD3,BRD-K57764956_10.0,10.0
BRD-K57764956,cariprazine,dopamine receptor antagonist,DRD2|DRD3,BRD-K57764956_3.33,3.3333
BRD-K57764956,cariprazine,dopamine receptor antagonist,DRD2|DRD3,BRD-K57764956_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K59325863,delanzomib,proteasome inhibitor,CMA1|CTSG|CYP3A4|ELANE,BRD-K59325863_10.0,10.0
BRD-K59325863,delanzomib,proteasome inhibitor,CMA1|CTSG|CYP3A4|ELANE,BRD-K59325863_3.33,3.3333
BRD-K59325863,delanzomib,proteasome inhibitor,CMA1|CTSG|CYP3A4|ELANE,BRD-K59325863_1.11,1.1111
BRD-K37714784,ABT-724,dopamine receptor agonist,DRD4,BRD-K37714784_10.0,10.0
BRD-K37714784,ABT-724,dopamine receptor agonist,DRD4,BRD-K37714784_3.33,3.3333
BRD-K37714784,ABT-724,dopamine receptor agonist,DRD4,BRD-K37714784_1.11,1.1111
BRD-K37687095,AZD8330,MEK inhibitor,MAP3K1,BRD-K37687095_10.0,10.0
BRD-K37687095,AZD8330,MEK inhibitor,MAP3K1,BRD-K37687095_3.33,3.3333
BRD-K37687095,AZD8330,MEK inhibitor,MAP3K1,BRD-K37687095_1.11,1.1111
BRD-A39935389,teroxirone,DNA inhibitor,,BRD-A39935389_10.0,10.0
BRD-A39935389,teroxirone,DNA inhibitor,,BRD-A39935389_3.33,3.3333
BRD-A39935389,teroxirone,DNA inhibitor,,BRD-A39935389_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K92441787,bexarotene,retinoid receptor agonist,RXRA|RXRB|RXRG,BRD-K92441787_10.0,10.0
BRD-K92441787,bexarotene,retinoid receptor agonist,RXRA|RXRB|RXRG,BRD-K92441787_3.33,3.3333
BRD-K92441787,bexarotene,retinoid receptor agonist,RXRA|RXRB|RXRG,BRD-K92441787_1.11,1.1111
BRD-K92428232,GSK461364,PLK inhibitor,PLK1,BRD-K92428232_10.0,10.0
BRD-K92428232,GSK461364,PLK inhibitor,PLK1,BRD-K92428232_3.33,3.3333
BRD-K92428232,GSK461364,PLK inhibitor,PLK1,BRD-K92428232_1.11,1.1111
BRD-K92968657,tirapazamine,DNA inhibitor,,BRD-K92968657_10.0,10.0
BRD-K92968657,tirapazamine,DNA inhibitor,,BRD-K92968657_3.33,3.3333
BRD-K92968657,tirapazamine,DNA inhibitor,,BRD-K92968657_1.11,1.1111
BRD-A93424738,betamethasone-acetate,glucocorticoid receptor agonist,NR3C1,BRD-A93424738_10.0,10.0
BRD-A93424738,betamethasone-acetate,glucocorticoid receptor agonist,NR3C1,BRD-A93424738_3.33,3.3333
BRD-A93424738,betamethasone-acetate,glucocorticoid receptor agonist,NR3C1,BRD-A93424738_1.11,1.1111
BRD-A94276798,talinolol,adrenergic receptor antagonist,ADRB1,BRD-A94276798_10.0,10.0
BRD-A94276798,talinolol,adrenergic receptor antagonist,ADRB1,BRD-A94276798_3.33,3.3333
BRD-A94276798,talinolol,adrenergic receptor antagonist,ADRB1,BRD-A94276798_1.11,1.1111
BRD-K95901403,XL147,PI3K inhibitor,PIK3CA|PIK3CD|PIK3CG,BRD-K95901403_10.0,10.0
BRD-K95901403,XL147,PI3K inhibitor,PIK3CA|PIK3CD|PIK3CG,BRD-K95901403_3.33,3.3333
BRD-K95901403,XL147,PI3K inhibitor,PIK3CA|PIK3CD|PIK3CG,BRD-K95901403_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K96042922,etanidazole,bacterial cell wall synthesis inhibitor,,BRD-K96042922_10.0,10.0
BRD-K96042922,etanidazole,bacterial cell wall synthesis inhibitor,,BRD-K96042922_3.33,3.3333
BRD-K96042922,etanidazole,bacterial cell wall synthesis inhibitor,,BRD-K96042922_1.11,1.1111
BRD-A96060515,ipratropium,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-A96060515_10.0,10.0
BRD-A96060515,ipratropium,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-A96060515_3.33,3.3333
BRD-A96060515,ipratropium,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-A96060515_1.11,1.1111
BRD-K96740444,itopride,dopamine receptor antagonist,CHRM3|DRD2,BRD-K96740444_10.0,10.0
BRD-K96740444,itopride,dopamine receptor antagonist,CHRM3|DRD2,BRD-K96740444_3.33,3.3333
BRD-K96740444,itopride,dopamine receptor antagonist,CHRM3|DRD2,BRD-K96740444_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-A97479839,piperidolate,acetylcholine receptor antagonist,CHRM1,BRD-A97479839_10.0,10.0
BRD-A97479839,piperidolate,acetylcholine receptor antagonist,CHRM1,BRD-A97479839_3.33,3.3333
BRD-A97479839,piperidolate,acetylcholine receptor antagonist,CHRM1,BRD-A97479839_1.11,1.1111
BRD-K92441787,bexarotene,retinoid receptor agonist,RXRA|RXRB|RXRG,BRD-K92441787_10.0,10.0
BRD-K92441787,bexarotene,retinoid receptor agonist,RXRA|RXRB|RXRG,BRD-K92441787_3.33,3.3333
BRD-K92441787,bexarotene,retinoid receptor agonist,RXRA|RXRB|RXRG,BRD-K92441787_1.11,1.1111
BRD-K92428232,GSK461364,PLK inhibitor,PLK1,BRD-K92428232_10.0,10.0
BRD-K92428232,GSK461364,PLK inhibitor,PLK1,BRD-K92428232_3.33,3.3333
BRD-K92428232,GSK461364,PLK inhibitor,PLK1,BRD-K92428232_1.11,1.1111
BRD-K92968657,tirapazamine,DNA inhibitor,,BRD-K92968657_10.0,10.0
BRD-K92968657,tirapazamine,DNA inhibitor,,BRD-K92968657_3.33,3.3333
BRD-K92968657,tirapazamine,DNA inhibitor,,BRD-K92968657_1.11,1.1111
BRD-A93424738,betamethasone-acetate,glucocorticoid receptor agonist,NR3C1,BRD-A93424738_10.0,10.0
BRD-A93424738,betamethasone-acetate,glucocorticoid receptor agonist,NR3C1,BRD-A93424738_3.33,3.3333
BRD-A93424738,betamethasone-acetate,glucocorticoid receptor agonist,NR3C1,BRD-A93424738_1.11,1.1111
BRD-A94276798,talinolol,adrenergic receptor antagonist,ADRB1,BRD-A94276798_10.0,10.0
BRD-A94276798,talinolol,adrenergic receptor antagonist,ADRB1,BRD-A94276798_3.33,3.3333
BRD-A94276798,talinolol,adrenergic receptor antagonist,ADRB1,BRD-A94276798_1.11,1.1111
BRD-K95901403,XL147,PI3K inhibitor,PIK3CA|PIK3CD|PIK3CG,BRD-K95901403_10.0,10.0
BRD-K95901403,XL147,PI3K inhibitor,PIK3CA|PIK3CD|PIK3CG,BRD-K95901403_3.33,3.3333
BRD-K95901403,XL147,PI3K inhibitor,PIK3CA|PIK3CD|PIK3CG,BRD-K95901403_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K96042922,etanidazole,bacterial cell wall synthesis inhibitor,,BRD-K96042922_10.0,10.0
BRD-K96042922,etanidazole,bacterial cell wall synthesis inhibitor,,BRD-K96042922_3.33,3.3333
BRD-K96042922,etanidazole,bacterial cell wall synthesis inhibitor,,BRD-K96042922_1.11,1.1111
BRD-A96060515,ipratropium,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-A96060515_10.0,10.0
BRD-A96060515,ipratropium,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-A96060515_3.33,3.3333
BRD-A96060515,ipratropium,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-A96060515_1.11,1.1111
BRD-K96740444,itopride,dopamine receptor antagonist,CHRM3|DRD2,BRD-K96740444_10.0,10.0
BRD-K96740444,itopride,dopamine receptor antagonist,CHRM3|DRD2,BRD-K96740444_3.33,3.3333
BRD-K96740444,itopride,dopamine receptor antagonist,CHRM3|DRD2,BRD-K96740444_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-A97479839,piperidolate,acetylcholine receptor antagonist,CHRM1,BRD-A97479839_10.0,10.0
BRD-A97479839,piperidolate,acetylcholine receptor antagonist,CHRM1,BRD-A97479839_3.33,3.3333
BRD-A97479839,piperidolate,acetylcholine receptor antagonist,CHRM1,BRD-A97479839_1.11,1.1111
BRD-K92441787,bexarotene,retinoid receptor agonist,RXRA|RXRB|RXRG,BRD-K92441787_10.0,10.0
BRD-K92441787,bexarotene,retinoid receptor agonist,RXRA|RXRB|RXRG,BRD-K92441787_3.33,3.3333
BRD-K92441787,bexarotene,retinoid receptor agonist,RXRA|RXRB|RXRG,BRD-K92441787_1.11,1.1111
BRD-K92428232,GSK461364,PLK inhibitor,PLK1,BRD-K92428232_10.0,10.0
BRD-K92428232,GSK461364,PLK inhibitor,PLK1,BRD-K92428232_3.33,3.3333
BRD-K92428232,GSK461364,PLK inhibitor,PLK1,BRD-K92428232_1.11,1.1111
BRD-K92968657,tirapazamine,DNA inhibitor,,BRD-K92968657_10.0,10.0
BRD-K92968657,tirapazamine,DNA inhibitor,,BRD-K92968657_3.33,3.3333
BRD-K92968657,tirapazamine,DNA inhibitor,,BRD-K92968657_1.11,1.1111
BRD-A93424738,betamethasone-acetate,glucocorticoid receptor agonist,NR3C1,BRD-A93424738_10.0,10.0
BRD-A93424738,betamethasone-acetate,glucocorticoid receptor agonist,NR3C1,BRD-A93424738_3.33,3.3333
BRD-A93424738,betamethasone-acetate,glucocorticoid receptor agonist,NR3C1,BRD-A93424738_1.11,1.1111
BRD-A94276798,talinolol,adrenergic receptor antagonist,ADRB1,BRD-A94276798_10.0,10.0
BRD-A94276798,talinolol,adrenergic receptor antagonist,ADRB1,BRD-A94276798_3.33,3.3333
BRD-A94276798,talinolol,adrenergic receptor antagonist,ADRB1,BRD-A94276798_1.11,1.1111
BRD-K95901403,XL147,PI3K inhibitor,PIK3CA|PIK3CD|PIK3CG,BRD-K95901403_10.0,10.0
BRD-K95901403,XL147,PI3K inhibitor,PIK3CA|PIK3CD|PIK3CG,BRD-K95901403_3.33,3.3333
BRD-K95901403,XL147,PI3K inhibitor,PIK3CA|PIK3CD|PIK3CG,BRD-K95901403_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K96042922,etanidazole,bacterial cell wall synthesis inhibitor,,BRD-K96042922_10.0,10.0
BRD-K96042922,etanidazole,bacterial cell wall synthesis inhibitor,,BRD-K96042922_3.33,3.3333
BRD-K96042922,etanidazole,bacterial cell wall synthesis inhibitor,,BRD-K96042922_1.11,1.1111
BRD-A96060515,ipratropium,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-A96060515_10.0,10.0
BRD-A96060515,ipratropium,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-A96060515_3.33,3.3333
BRD-A96060515,ipratropium,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-A96060515_1.11,1.1111
BRD-K96740444,itopride,dopamine receptor antagonist,CHRM3|DRD2,BRD-K96740444_10.0,10.0
BRD-K96740444,itopride,dopamine receptor antagonist,CHRM3|DRD2,BRD-K96740444_3.33,3.3333
BRD-K96740444,itopride,dopamine receptor antagonist,CHRM3|DRD2,BRD-K96740444_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-A97479839,piperidolate,acetylcholine receptor antagonist,CHRM1,BRD-A97479839_10.0,10.0
BRD-A97479839,piperidolate,acetylcholine receptor antagonist,CHRM1,BRD-A97479839_3.33,3.3333
BRD-A97479839,piperidolate,acetylcholine receptor antagonist,CHRM1,BRD-A97479839_1.11,1.1111
BRD-K92441787,bexarotene,retinoid receptor agonist,RXRA|RXRB|RXRG,BRD-K92441787_10.0,10.0
BRD-K92441787,bexarotene,retinoid receptor agonist,RXRA|RXRB|RXRG,BRD-K92441787_3.33,3.3333
BRD-K92441787,bexarotene,retinoid receptor agonist,RXRA|RXRB|RXRG,BRD-K92441787_1.11,1.1111
BRD-K92428232,GSK461364,PLK inhibitor,PLK1,BRD-K92428232_10.0,10.0
BRD-K92428232,GSK461364,PLK inhibitor,PLK1,BRD-K92428232_3.33,3.3333
BRD-K92428232,GSK461364,PLK inhibitor,PLK1,BRD-K92428232_1.11,1.1111
BRD-K92968657,tirapazamine,DNA inhibitor,,BRD-K92968657_10.0,10.0
BRD-K92968657,tirapazamine,DNA inhibitor,,BRD-K92968657_3.33,3.3333
BRD-K92968657,tirapazamine,DNA inhibitor,,BRD-K92968657_1.11,1.1111
BRD-A93424738,betamethasone-acetate,glucocorticoid receptor agonist,NR3C1,BRD-A93424738_10.0,10.0
BRD-A93424738,betamethasone-acetate,glucocorticoid receptor agonist,NR3C1,BRD-A93424738_3.33,3.3333
BRD-A93424738,betamethasone-acetate,glucocorticoid receptor agonist,NR3C1,BRD-A93424738_1.11,1.1111
BRD-A94276798,talinolol,adrenergic receptor antagonist,ADRB1,BRD-A94276798_10.0,10.0
